# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde dagreeksen <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# SOURCE: ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI)
# Comment: These time series are inhomogeneous because of station relocations and changes in observation techniques. As a result these series are not suitable for trend analysis. For climate change studies we refer to the homogenized series of daily data <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> or the Central Netherlands Temperature <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# STN         LON(east)   LAT(north)  ALT(m)      NAME
# 257         4.603       52.506      8.50        Wijk aan Zee
# TG        : Etmaalgemiddelde temperatuur (in 0.1 graden Celsius) / Daily mean temperature in (0.1 degrees Celsius)
# TN        : Minimum temperatuur (in 0.1 graden Celsius) / Minimum temperature (in 0.1 degrees Celsius)
# TX        : Maximum temperatuur (in 0.1 graden Celsius) / Maximum temperature (in 0.1 degrees Celsius)
# NG        : Etmaalgemiddelde bewolking (bedekkingsgraad van de bovenlucht in achtsten; 9=bovenlucht onzichtbaar) / Mean daily cloud cover (in octants; 9=sky invisible)
# STN,YYYYMMDD,   TG,   TN,   TX,   NG
  257,20111225,   88,   73,   96,     
  257,20111226,   93,   88,  102,     
  257,20111227,   87,   81,   91,     
  257,20111228,   72,   62,   87,     
  257,20111229,   73,   32,   84,     
  257,20111230,   61,   33,   75,     
  257,20111231,   76,   40,   93,     
  257,20120101,   97,   86,  128,     
  257,20120102,   77,   66,   88,     
  257,20120103,   78,   62,   99,     
  257,20120104,   76,   63,   89,     
  257,20120105,   77,   45,  100,     
  257,20120106,   72,   59,   80,     
  257,20120107,   81,   69,   89,     
  257,20120108,   77,   63,   86,     
  257,20120109,   81,   71,   90,     
  257,20120110,   75,   63,   84,     
  257,20120111,   80,   77,   85,     
  257,20120112,   79,   58,   93,     
  257,20120113,   62,   46,   74,     
  257,20120114,   36,  -30,   71,     
  257,20120115,   12,  -28,   70,     
  257,20120116,    1,  -37,   45,     
  257,20120117,   11,  -54,   61,     
  257,20120118,   49,   12,   81,     
  257,20120119,   69,   20,   78,     
  257,20120120,   58,   37,   69,     
  257,20120121,   77,   52,   92,     
  257,20120122,   71,   57,   91,     
  257,20120123,   62,   36,   74,     
  257,20120124,   53,   35,   65,     
  257,20120125,   48,   37,   59,     
  257,20120126,   56,   49,   64,     
  257,20120127,   54,   25,   74,     
  257,20120128,   28,    0,   52,     
  257,20120129,   -5,  -21,   14,     
  257,20120130,  -18,  -23,  -13,     
  257,20120131,  -35,  -53,  -15,     
  257,20120201,  -40,  -62,  -15,     
  257,20120202,  -62, -108,  -37,     
  257,20120203,  -65, -125,   32,     
  257,20120204,  -91, -159,  -33,     
  257,20120205,  -61,  -78,  -47,     
  257,20120206,  -63, -126,  -22,     
  257,20120207,  -80, -133,  -38,     
  257,20120208,  -34,  -87,  -15,     
  257,20120209,  -46,  -99,   13,     
  257,20120210,  -65,  -90,  -30,     
  257,20120211,  -79, -122,  -30,     
  257,20120212,  -16, -123,   34,     
  257,20120213,   37,   26,   50,     
  257,20120214,   45,   27,   57,     
  257,20120215,   50,   44,   58,     
  257,20120216,   48,   42,   56,     
  257,20120217,   53,   43,   63,     
  257,20120218,   56,   41,   68,     
  257,20120219,   36,   18,   50,     
  257,20120220,   39,   14,   52,     
  257,20120221,   54,   43,   68,     
  257,20120222,   58,   50,   70,     
  257,20120223,   66,   53,   81,     
  257,20120224,   63,   42,   82,     
  257,20120225,   56,   44,   72,     
  257,20120226,   55,   35,   71,     
  257,20120227,   56,   39,   63,     
  257,20120228,   65,   58,   71,     
  257,20120229,   64,   58,   73,     
  257,20120301,   68,   52,   83,     
  257,20120302,   53,   23,   80,     
  257,20120303,   86,   62,  112,     
  257,20120304,   79,   60,  100,     
  257,20120305,   62,   48,   82,     
  257,20120306,   58,   44,   83,     
  257,20120307,   51,   38,   69,     
  257,20120308,   60,   50,   78,     
  257,20120309,   67,   57,   79,     
  257,20120310,   73,   66,   90,     
  257,20120311,   69,   37,   93,     
  257,20120312,   64,   44,   93,     
  257,20120313,   66,   58,   84,     
  257,20120314,   52,   -3,   67,     
  257,20120315,   93,    0,  160,     
  257,20120316,   73,   53,  122,     
  257,20120317,   87,   65,  114,     
  257,20120318,   59,    4,   95,     
  257,20120319,   64,    1,   89,     
  257,20120320,   74,   61,   94,     
  257,20120321,   87,   53,  124,     
  257,20120322,  110,   57,  170,     
  257,20120323,  112,   54,  180,     
  257,20120324,   94,   54,  169,     
  257,20120325,   83,   46,  152,     
  257,20120326,   68,   -6,  135,     
  257,20120327,   60,   -6,  115,     
  257,20120328,   70,    2,  125,     
  257,20120329,   83,   16,  104,     
  257,20120330,   81,   70,   93,     
  257,20120331,   61,  -14,   91,     
  257,20120401,   63,  -18,   91,     
  257,20120402,   74,   16,  115,     
  257,20120403,   76,   22,  116,     
  257,20120404,   65,   52,   82,     
  257,20120405,   52,   17,   90,     
  257,20120406,   45,  -46,   83,     
  257,20120407,   49,   24,   77,     
  257,20120408,   61,  -20,   90,     
  257,20120409,   86,   78,  102,     
  257,20120410,   93,   81,  104,     
  257,20120411,   78,   13,  110,     
  257,20120412,   62,  -11,  108,     
  257,20120413,   55,   -6,   96,     
  257,20120414,   58,  -15,   99,     
  257,20120415,   68,   50,   98,     
  257,20120416,   54,  -20,   90,     
  257,20120417,   56,  -20,   99,     
  257,20120418,   85,   51,  121,     
  257,20120419,   90,   70,  118,     
  257,20120420,   85,   59,  111,     
  257,20120421,   78,   59,  103,     
  257,20120422,   92,   78,  111,     
  257,20120423,   94,   60,  132,     
  257,20120424,   89,   73,  117,     
  257,20120425,  103,   70,  135,     
  257,20120426,  120,  103,  146,     
  257,20120427,  114,   81,  141,     
  257,20120428,   87,   73,  104,     
  257,20120429,  112,   69,  175,     
  257,20120430,  158,   67,  220,     
  257,20120501,  131,   87,  175,     
  257,20120502,  130,   95,  198,     
  257,20120503,  109,  100,  129,     
  257,20120504,   88,   76,  100,     
  257,20120505,   83,   63,  109,     
  257,20120506,   79,   47,  113,     
  257,20120507,  104,   48,  143,     
  257,20120508,  122,  105,  166,     
  257,20120509,  139,  114,  166,     
  257,20120510,  157,  130,  185,     
  257,20120511,  117,   86,  142,     
  257,20120512,   90,   44,  110,     
  257,20120513,  102,   29,  130,     
  257,20120514,  107,   88,  130,     
  257,20120515,   94,   71,  121,     
  257,20120516,   86,   59,  110,     
  257,20120517,  110,   52,  144,     
  257,20120518,  131,   99,  186,     
  257,20120519,  128,   90,  158,     
  257,20120520,  131,  101,  187,     
  257,20120521,  144,  104,  202,     
  257,20120522,  154,  125,  217,     
  257,20120523,  190,  130,  271,     
  257,20120524,  210,  125,  266,     
  257,20120525,  198,  149,  252,     
  257,20120526,  197,  132,  250,     
  257,20120527,  185,  105,  264,     
  257,20120528,  125,  100,  145,     
  257,20120529,  120,   83,  158,     
  257,20120530,  122,   41,  167,     
  257,20120531,  130,  109,  158,     
  257,20120601,  119,   81,  139,     
  257,20120602,  115,   86,  142,     
  257,20120603,   92,   82,  105,     
  257,20120604,   94,   72,  128,     
  257,20120605,  123,   98,  146,     
  257,20120606,  133,   99,  159,     
  257,20120607,  159,  132,  200,     
  257,20120608,  154,  132,  179,     
  257,20120609,  134,  121,  152,     
  257,20120610,  143,  122,  170,     
  257,20120611,  149,  122,  207,     
  257,20120612,  125,   97,  156,     
  257,20120613,  119,   98,  145,     
  257,20120614,  118,   49,  160,     
  257,20120615,  147,  118,  181,     
  257,20120616,  156,  142,  173,     
  257,20120617,  154,  129,  178,     
  257,20120618,  140,   89,  162,     
  257,20120619,  138,   75,  176,     
  257,20120620,  170,  108,  216,     
  257,20120621,  175,  142,  218,     
  257,20120622,  154,  132,  182,     
  257,20120623,  154,  142,  175,     
  257,20120624,  138,  114,  160,     
  257,20120625,  141,  124,  160,     
  257,20120626,  157,  126,  185,     
  257,20120627,  168,  154,  189,     
  257,20120628,  219,  139,  281,     
  257,20120629,  182,  162,  206,     
  257,20120630,  182,  148,  214,     
  257,20120701,  157,  146,  180,     
  257,20120702,  177,  125,  214,     
  257,20120703,  185,  161,  216,     
  257,20120704,  219,  158,  276,     
  257,20120705,  205,  166,  240,     
  257,20120706,  181,  130,  211,     
  257,20120707,  181,  135,  221,     
  257,20120708,  167,  151,  196,     
  257,20120709,  167,  151,  186,     
  257,20120710,  168,  149,  191,     
  257,20120711,  154,  121,  179,     
  257,20120712,  149,  121,  171,     
  257,20120713,  155,  123,  183,     
  257,20120714,  152,  138,  175,     
  257,20120715,  154,  131,  179,     
  257,20120716,  158,  143,  179,     
  257,20120717,  169,  154,  191,     
  257,20120718,  163,  153,  174,     
  257,20120719,  152,  135,  169,     
  257,20120720,  141,   84,  169,     
  257,20120721,  133,   81,  170,     
  257,20120722,  150,   59,  193,     
  257,20120723,  190,  129,  235,     
  257,20120724,  209,  124,  279,     
  257,20120725,  194,  111,  256,     
  257,20120726,  194,  120,  256,     
  257,20120727,  188,  155,  246,     
  257,20120728,  164,  110,  192,     
  257,20120729,  162,  108,  194,     
  257,20120730,  161,  132,  188,     
  257,20120731,  158,  138,  176,     
  257,20120801,  202,  153,  264,     
  257,20120802,  183,  162,  201,     
  257,20120803,  176,  149,  207,     
  257,20120804,  176,  137,  215,     
  257,20120805,  175,  129,  222,     
  257,20120806,  175,  145,  196,     
  257,20120807,  174,  165,  189,     
  257,20120808,  172,  113,  204,     
  257,20120809,  155,   85,  203,     
  257,20120810,  148,   71,  195,     
  257,20120811,  157,   99,  208,     
  257,20120812,  191,  129,  245,     
  257,20120813,  182,  146,  220,     
  257,20120814,  203,  156,  262,     
  257,20120815,  218,  159,  296,     
  257,20120816,  188,  140,  225,     
  257,20120817,  220,  157,  283,     
  257,20120818,  243,  176,  330,     
  257,20120819,  237,  171,  303,     
  257,20120820,  189,  170,  207,     
  257,20120821,  197,  166,  237,     
  257,20120822,  186,  174,  201,     
  257,20120823,  176,  125,  213,     
  257,20120824,  183,  144,  228,     
  257,20120825,  176,  139,  205,     
  257,20120826,  167,  105,  192,     
  257,20120827,  182,  103,  221,     
  257,20120828,  184,  160,  213,     
  257,20120829,  185,  140,  244,     
  257,20120830,  167,  136,  208,     
  257,20120831,  143,  121,  173,     
  257,20120901,  159,   71,  191,     
  257,20120902,  170,  146,  197,     
  257,20120903,  162,  105,  209,     
  257,20120904,  179,  106,  221,     
  257,20120905,  154,   95,  188,     
  257,20120906,  159,  120,  186,     
  257,20120907,  181,  171,  201,     
  257,20120908,  178,  124,  206,     
  257,20120909,  205,  126,  284,     
  257,20120910,  193,  180,  214,     
  257,20120911,  167,  138,  190,     
  257,20120912,  139,  109,  165,     
  257,20120913,  141,  110,  167,     
  257,20120914,  164,  147,  182,     
  257,20120915,  158,  139,  184,     
  257,20120916,  164,  131,  189,     
  257,20120917,  173,  157,  193,     
  257,20120918,  147,  118,  171,     
  257,20120919,  126,   85,  150,     
  257,20120920,  140,   84,  167,     
  257,20120921,  140,  100,  164,     
  257,20120922,  109,   43,  151,     
  257,20120923,   94,   33,  146,     
  257,20120924,  140,   95,  214,     
  257,20120925,  136,  117,  169,     
  257,20120926,  140,  121,  175,     
  257,20120927,  133,  121,  157,     
  257,20120928,  147,  123,  167,     
  257,20120929,  141,  131,  150,     
  257,20120930,  145,  130,  160,     
  257,20121001,  144,  133,  156,     
  257,20121002,  149,  139,  169,     
  257,20121003,  135,  114,  161,     
  257,20121004,  129,  101,  145,     
  257,20121005,  129,  102,  161,     
  257,20121006,  116,   94,  147,     
  257,20121007,  115,   36,  144,     
  257,20121008,   94,   33,  139,     
  257,20121009,   95,   19,  137,     
  257,20121010,   94,   49,  140,     
  257,20121011,   97,   40,  150,     
  257,20121012,  123,  100,  146,     
  257,20121013,   99,   85,  123,     
  257,20121014,  103,   77,  124,     
  257,20121015,  114,   98,  131,     
  257,20121016,  122,   93,  145,     
  257,20121017,  123,   85,  155,     
  257,20121018,  141,  127,  155,     
  257,20121019,  160,  126,  202,     
  257,20121020,  142,  116,  177,     
  257,20121021,  121,  102,  131,     
  257,20121022,  147,  119,  197,     
  257,20121023,  135,  119,  159,     
  257,20121024,  120,  112,  132,     
  257,20121025,  103,   78,  139,     
  257,20121026,   50,  -15,   85,     
  257,20121027,   41,    1,   87,     
  257,20121028,   68,   -6,  102,     
  257,20121029,   93,   71,  113,     
  257,20121030,   75,   43,   92,     
  257,20121031,   89,   68,  130,     
  257,20121101,   88,   72,  112,     
  257,20121102,   82,   61,   99,     
  257,20121103,   82,   55,  103,     
  257,20121104,   68,   39,  102,     
  257,20121105,   79,   50,  103,     
  257,20121106,   95,   71,  110,     
  257,20121107,  107,   99,  114,     
  257,20121108,  111,  102,  125,     
  257,20121109,  100,   78,  113,     
  257,20121110,  100,   80,  116,     
  257,20121111,  101,   91,  120,     
  257,20121112,   87,   74,  101,     
  257,20121113,   99,   81,  115,     
  257,20121114,   89,   20,  139,     
  257,20121115,   32,   -5,   49,     
  257,20121116,   42,   33,   48,     
  257,20121117,   62,   33,   94,     
  257,20121118,   68,   16,  103,     
  257,20121119,   59,   10,  113,     
  257,20121120,  102,   84,  127,     
  257,20121121,   74,   45,  109,     
  257,20121122,   92,   68,  123,     
  257,20121123,   75,   33,   89,     
  257,20121124,   45,   -2,   84,     
  257,20121125,  102,   84,  124,     
  257,20121126,   86,   68,   99,     
  257,20121127,   71,   38,   88,     
  257,20121128,   63,   33,   92,     
  257,20121129,   36,   -3,   74,     
  257,20121130,   26,  -24,   67,     
  257,20121201,   54,   18,   71,     
  257,20121202,   43,   -3,   67,     
  257,20121203,   50,    8,   84,     
  257,20121204,   59,    3,   77,     
  257,20121205,   23,  -18,   49,     
  257,20121206,   32,   -2,   60,     
  257,20121207,    6,  -11,   22,     
  257,20121208,   13,  -70,   64,     
  257,20121209,   73,   43,   86,     
  257,20121210,   35,    4,   70,     
  257,20121211,   14,  -33,   50,     
  257,20121212,   39,   13,   54,     
  257,20121213,   -4,  -21,   18,     
  257,20121214,   53,    6,  106,     
  257,20121215,   88,   79,   98,     
  257,20121216,   72,   64,   84,     
  257,20121217,   68,   60,   77,     
  257,20121218,   58,   37,   72,     
  257,20121219,   52,   41,   63,     
  257,20121220,   34,   25,   47,     
  257,20121221,   53,   24,   80,     
  257,20121222,   74,   68,   94,     
  257,20121223,   92,   82,  100,     
  257,20121224,   93,   75,  127,     
  257,20121225,   84,   72,  103,     
  257,20121226,   80,   72,   89,     
  257,20121227,   70,   44,   90,     
  257,20121228,   69,   16,  110,     
  257,20121229,  110,   82,  126,     
  257,20121230,   82,   63,   90,     
  257,20121231,   94,   84,  108,     
  257,20130101,   73,   61,   87,     
  257,20130102,   74,   68,   83,     
  257,20130103,   88,   80,  102,     
  257,20130104,   85,   80,   91,     
  257,20130105,   79,   71,   90,     
  257,20130106,   79,   66,   92,     
  257,20130107,   73,   66,   80,     
  257,20130108,   79,   67,   85,     
  257,20130109,   74,   61,   83,     
  257,20130110,   57,    1,   81,     
  257,20130111,    7,  -30,   30,     
  257,20130112,    8,  -18,   34,     
  257,20130113,  -18,  -37,   10,     
  257,20130114,  -31,  -84,  -12,     
  257,20130115,  -27,  -66,   -8,     
  257,20130116,  -53, -107,    1,     
  257,20130117,  -40,  -60,  -19,     
  257,20130118,  -15,  -30,    2,     
  257,20130119,  -38,  -51,  -21,     
  257,20130120,  -45,  -56,  -32,     
  257,20130121,  -24,  -33,  -19,     
  257,20130122,  -35,  -45,  -28,     
  257,20130123,  -44,  -77,  -30,     
  257,20130124,  -41,  -82,   -1,     
  257,20130125,  -43, -128,    5,     
  257,20130126,    1,  -29,   37,     
  257,20130127,   47,   27,   62,     
  257,20130128,   58,   42,   73,     
  257,20130129,   76,   68,   95,     
  257,20130130,   81,   68,   95,     
  257,20130131,   71,   61,   84,     
  257,20130201,   51,   30,   71,     
  257,20130202,   45,   23,   56,     
  257,20130203,   53,   37,   67,     
  257,20130204,   70,   62,   83,     
  257,20130205,   38,    3,   67,     
  257,20130206,   27,   -3,   53,     
  257,20130207,   35,   16,   54,     
  257,20130208,   11,  -26,   44,     
  257,20130209,    5,  -17,   24,     
  257,20130210,    3,  -15,   19,     
  257,20130211,  -13,  -29,   10,     
  257,20130212,   -5,  -26,   16,     
  257,20130213,   -9,  -69,   27,     
  257,20130214,    3,  -14,   46,     
  257,20130215,   50,   41,   66,     
  257,20130216,   50,   36,   67,     
  257,20130217,   31,   -8,   75,     
  257,20130218,   13,  -27,   65,     
  257,20130219,   37,   -2,   56,     
  257,20130220,    2,  -16,   31,     
  257,20130221,   -9,  -32,   25,     
  257,20130222,  -14,  -41,   21,     
  257,20130223,  -12,  -62,    7,     
  257,20130224,    6,   -2,   15,     
  257,20130225,   20,   10,   31,     
  257,20130226,   24,    9,   50,     
  257,20130227,   14,    4,   43,     
