# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde dagreeksen <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# SOURCE: ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI)
# Comment: These time series are inhomogeneous because of station relocations and changes in observation techniques. As a result these series are not suitable for trend analysis. For climate change studies we refer to the homogenized series of daily data <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> or the Central Netherlands Temperature <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# STN         LON(east)   LAT(north)  ALT(m)      NAME
# 257         4.603       52.506      8.50        Wijk aan Zee
# TG        : Etmaalgemiddelde temperatuur (in 0.1 graden Celsius) / Daily mean temperature in (0.1 degrees Celsius)
# TN        : Minimum temperatuur (in 0.1 graden Celsius) / Minimum temperature (in 0.1 degrees Celsius)
# TX        : Maximum temperatuur (in 0.1 graden Celsius) / Maximum temperature (in 0.1 degrees Celsius)
# NG        : Etmaalgemiddelde bewolking (bedekkingsgraad van de bovenlucht in achtsten; 9=bovenlucht onzichtbaar) / Mean daily cloud cover (in octants; 9=sky invisible)
# STN,YYYYMMDD,   TG,   TN,   TX,   NG
  257,20170327,   95,   21,  181,     
  257,20170328,   93,    2,  166,     
  257,20170329,  101,   89,  115,     
  257,20170330,  163,  109,  195,     
  257,20170331,  135,  102,  212,     
  257,20170401,  105,   81,  122,     
  257,20170402,   91,   65,  124,     
  257,20170403,   82,   34,  125,     
  257,20170404,   90,   39,  122,     
  257,20170405,   88,   72,  107,     
  257,20170406,   83,   41,  109,     
  257,20170407,   95,   83,  124,     
  257,20170408,   82,   12,  121,     
  257,20170409,  137,   46,  185,     
  257,20170410,   94,   73,  115,     
  257,20170411,   98,   73,  120,     
  257,20170412,   95,   87,  105,     
  257,20170413,   93,   78,  118,     
  257,20170414,  102,   89,  128,     
  257,20170415,   93,   70,  110,     
  257,20170416,   82,   50,  104,     
  257,20170417,   69,   44,  101,     
  257,20170418,   62,   -3,  112,     
  257,20170419,   39,  -26,   97,     
  257,20170420,   71,  -32,  112,     
  257,20170421,  102,   69,  118,     
  257,20170422,   79,   59,  103,     
  257,20170423,   81,   51,  109,     
  257,20170424,   92,   62,  116,     
  257,20170425,   63,   27,   98,     
  257,20170426,   55,   -6,   99,     
  257,20170427,   67,   -6,  106,     
  257,20170428,   81,   50,  109,     
  257,20170429,   89,   47,  141,     
  257,20170430,  130,   45,  197,     
  257,20170501,  117,   91,  145,     
  257,20170502,  108,   79,  154,     
  257,20170503,  107,   75,  144,     
  257,20170504,  100,   78,  130,     
  257,20170505,   96,   81,  120,     
  257,20170506,  119,   77,  175,     
  257,20170507,   98,   73,  123,     
  257,20170508,   91,   13,  151,     
  257,20170509,   77,   15,  120,     
  257,20170510,   91,   63,  141,     
  257,20170511,  152,   54,  232,     
  257,20170512,  150,  134,  189,     
  257,20170513,  141,  124,  171,     
  257,20170514,  139,  111,  191,     
  257,20170515,  152,  113,  204,     
  257,20170516,  185,  158,  214,     
  257,20170517,  215,  143,  292,     
  257,20170518,  137,  120,  172,     
  257,20170519,  126,  111,  159,     
  257,20170520,  134,  110,  160,     
  257,20170521,  139,  108,  168,     
  257,20170522,  177,  105,  249,     
  257,20170523,  137,   79,  164,     
  257,20170524,  136,   75,  174,     
  257,20170525,  150,   63,  217,     
  257,20170526,  204,  121,  263,     
  257,20170527,  219,  159,  314,     
  257,20170528,  163,  134,  190,     
  257,20170529,  186,  127,  275,     
  257,20170530,  157,  145,  178,     
  257,20170531,  145,   55,  183,     
  257,20170601,  143,   42,  198,     
  257,20170602,  183,   91,  234,     
  257,20170603,  167,  122,  214,     
  257,20170604,  158,  140,  178,     
  257,20170605,  166,  128,  198,     
  257,20170606,  142,  105,  183,     
  257,20170607,  143,  119,  170,     
  257,20170608,  162,  126,  200,     
  257,20170609,  158,  138,  180,     
  257,20170610,  181,  144,  239,     
  257,20170611,  192,  157,  237,     
  257,20170612,  160,  145,  187,     
  257,20170613,  150,   76,  186,     
  257,20170614,  165,   58,  233,     
  257,20170615,  188,  151,  264,     
  257,20170616,  162,  147,  176,     
  257,20170617,  172,  114,  204,     
  257,20170618,  188,   97,  240,     
  257,20170619,  221,  161,  271,     
  257,20170620,  197,  128,  256,     
  257,20170621,  210,  135,  274,     
  257,20170622,  204,  165,  252,     
  257,20170623,  179,  166,  200,     
  257,20170624,  177,  161,  196,     
  257,20170625,  170,  153,  181,     
  257,20170626,  154,   85,  186,     
  257,20170627,  174,  106,  226,     
  257,20170628,  175,  158,  206,     
  257,20170629,  172,  156,  200,     
  257,20170630,  162,  111,  201,     
  257,20170701,  161,  140,  183,     
  257,20170702,  162,  100,  183,     
  257,20170703,  173,  142,  201,     
  257,20170704,  175,  133,  219,     
  257,20170705,  174,  114,  216,     
  257,20170706,  202,  122,  268,     
  257,20170707,  189,  144,  233,     
  257,20170708,  171,   82,  223,     
  257,20170709,  175,   81,  217,     
  257,20170710,  188,  141,  241,     
  257,20170711,  183,  150,  210,     
  257,20170712,  155,  122,  181,     
  257,20170713,  144,   83,  194,     
  257,20170714,  151,   73,  181,     
  257,20170715,  178,  150,  213,     
  257,20170716,  178,  145,  201,     
  257,20170717,  161,   93,  207,     
  257,20170718,  191,  109,  244,     
  257,20170719,  220,  172,  309,     
  257,20170720,  190,  125,  236,     
  257,20170721,  186,  133,  232,     
  257,20170722,  194,  144,  250,     
  257,20170723,  167,  134,  195,     
  257,20170724,  158,  122,  199,     
  257,20170725,  173,  147,  196,     
  257,20170726,  189,  157,  223,     
  257,20170727,  182,  168,  204,     
  257,20170728,  180,  156,  205,     
  257,20170729,  185,  161,  213,     
  257,20170730,  190,  172,  211,     
  257,20170731,  186,  162,  214,     
  257,20170801,  184,  127,  218,     
  257,20170802,  186,  158,  226,     
  257,20170803,  189,  169,  209,     
  257,20170804,  188,  173,  212,     
  257,20170805,  162,  126,  199,     
  257,20170806,  177,  143,  208,     
  257,20170807,  168,  123,  212,     
  257,20170808,  165,  138,  197,     
  257,20170809,  163,  101,  202,     
  257,20170810,  159,   96,  208,     
  257,20170811,  169,  127,  202,     
  257,20170812,  177,  159,  214,     
  257,20170813,  170,  129,  202,     
  257,20170814,  184,  130,  244,     
  257,20170815,  182,  121,  215,     
  257,20170816,  166,   89,  223,     
  257,20170817,  182,  168,  205,     
  257,20170818,  181,  131,  206,     
  257,20170819,  164,  123,  191,     
  257,20170820,  169,  157,  191,     
  257,20170821,  159,  101,  209,     
  257,20170822,  181,  138,  227,     
  257,20170823,  198,  136,  260,     
  257,20170824,  188,  177,  207,     
  257,20170825,  175,  126,  210,     
  257,20170826,  177,  131,  227,     
  257,20170827,  163,   85,  232,     
  257,20170828,  165,   92,  230,     
  257,20170829,  185,  104,  249,     
  257,20170830,  160,  131,  187,     
  257,20170831,  145,   73,  199,     
  257,20170901,  139,   74,  197,     
  257,20170902,  127,   67,  185,     
  257,20170903,  139,   62,  205,     
  257,20170904,  176,  108,  220,     
  257,20170905,  186,  169,  208,     
  257,20170906,  160,  137,  183,     
  257,20170907,  168,  143,  189,     
  257,20170908,  155,  127,  176,     
  257,20170909,  152,  125,  184,     
  257,20170910,  152,  123,  183,     
  257,20170911,  153,  135,  173,     
  257,20170912,  154,  130,  176,     
  257,20170913,  151,  121,  171,     
  257,20170914,  136,  112,  150,     
  257,20170915,  132,  103,  166,     
  257,20170916,  118,  108,  144,     
  257,20170917,  125,   86,  165,     
  257,20170918,  127,   77,  165,     
  257,20170919,  133,   53,  173,     
  257,20170920,  155,  127,  181,     
  257,20170921,  155,  123,  199,     
  257,20170922,  128,   48,  166,     
  257,20170923,  112,   42,  173,     
  257,20170924,  132,   68,  193,     
  257,20170925,  143,   99,  175,     
  257,20170926,  134,  111,  159,     
  257,20170927,  140,   90,  186,     
  257,20170928,  162,  136,  194,     
  257,20170929,  170,  140,  225,     
  257,20170930,  138,  107,  163,     
  257,20171001,  148,  118,  167,     
  257,20171002,  160,  139,  170,     
  257,20171003,  144,  128,  159,     
  257,20171004,  139,  124,  151,     
  257,20171005,  136,  108,  163,     
  257,20171006,  127,   99,  145,     
  257,20171007,  140,  125,  153,     
  257,20171008,  129,  102,  147,     
  257,20171009,  135,  101,  149,     
  257,20171010,  150,  138,  162,     
  257,20171011,  152,  139,  158,     
  257,20171012,  144,  133,  155,     
  257,20171013,  156,  140,  170,     
  257,20171014,  157,  133,  174,     
  257,20171015,  180,  134,  230,     
  257,20171016,  200,  158,  247,     
  257,20171017,  145,  115,  161,     
  257,20171018,  142,  117,  168,     
  257,20171019,  165,  109,  205,     
  257,20171020,  144,  125,  169,     
  257,20171021,  134,  112,  168,     
  257,20171022,  120,  104,  134,     
  257,20171023,  134,  116,  149,     
  257,20171024,  152,  138,  159,     
  257,20171025,  145,   85,  168,     
  257,20171026,  143,  132,  163,     
  257,20171027,  126,  104,  141,     
  257,20171028,  134,  115,  153,     
  257,20171029,  112,   86,  151,     
  257,20171030,   96,   77,  119,     
  257,20171031,  121,  105,  134,     
  257,20171101,  130,  119,  148,     
  257,20171102,  122,   85,  150,     
  257,20171103,  108,   65,  135,     
  257,20171104,  113,   93,  135,     
  257,20171105,   93,   58,  111,     
  257,20171106,   68,   11,  106,     
  257,20171107,   54,    7,  101,     
  257,20171108,   56,   13,   76,     
  257,20171109,  101,   65,  123,     
  257,20171110,  103,   76,  116,     
  257,20171111,   89,   64,  105,     
  257,20171112,   70,   48,   92,     
  257,20171113,   87,   61,  106,     
  257,20171114,  102,   82,  114,     
  257,20171115,  107,  102,  111,     
  257,20171116,  103,   83,  117,     
  257,20171117,   85,   48,  107,     
  257,20171118,   83,   58,  102,     
  257,20171119,   85,   68,   99,     
  257,20171120,   91,   61,  116,     
  257,20171121,  114,  109,  120,     
  257,20171122,  122,  110,  143,     
  257,20171123,  119,   99,  139,     
  257,20171124,   77,   23,  106,     
  257,20171125,   59,    0,   81,     
  257,20171126,   71,   45,   87,     
  257,20171127,   86,   68,  103,     
  257,20171128,   65,   26,   84,     
  257,20171129,   32,   -8,   70,     
  257,20171130,   35,   10,   59,     
  257,20171201,    8,  -24,   54,     
  257,20171202,   11,  -34,   46,     
  257,20171203,   80,   45,   94,     
  257,20171204,   87,   77,   94,     
  257,20171205,   89,   80,   94,     
  257,20171206,   90,   80,  102,     
  257,20171207,   69,   52,   86,     
  257,20171208,   43,   13,   69,     
  257,20171209,   46,   29,   63,     
  257,20171210,   11,    0,   44,     
  257,20171211,    3,   -8,   19,     
  257,20171212,   38,   12,   64,     
  257,20171213,   53,   24,   76,     
  257,20171214,   50,   25,   66,     
  257,20171215,   29,  -14,   54,     
  257,20171216,   52,   26,   65,     
  257,20171217,   54,    0,   78,     
  257,20171218,   64,    1,   80,     
  257,20171219,   69,   22,   78,     
  257,20171220,   76,   63,   84,     
  257,20171221,   78,   71,   84,     
  257,20171222,   73,   35,   90,     
  257,20171223,   81,   76,   86,     
  257,20171224,   81,   76,   88,     
  257,20171225,   77,   53,   88,     
  257,20171226,   63,   51,   75,     
  257,20171227,   56,   36,   68,     
  257,20171228,   53,   41,   62,     
  257,20171229,   46,   11,   76,     
  257,20171230,   81,   43,  103,     
  257,20171231,   92,   79,  118,     
  257,20180101,   73,   63,   83,     
  257,20180102,   71,   55,   93,     
  257,20180103,   85,   58,  101,     
  257,20180104,   80,   67,   95,     
  257,20180105,   70,   51,   82,     
  257,20180106,   56,   33,   73,     
  257,20180107,   11,   -7,   33,     
  257,20180108,    9,   -9,   30,     
  257,20180109,   27,    0,   58,     
  257,20180110,   72,   58,   79,     
  257,20180111,   58,   45,   68,     
  257,20180112,   48,   38,   60,     
  257,20180113,   44,   30,   58,     
  257,20180114,   26,    9,   40,     
  257,20180115,   56,   32,   81,     
  257,20180116,   59,   37,   72,     
  257,20180117,   54,   33,   64,     
  257,20180118,   54,   25,   94,     
  257,20180119,   49,   33,   61,     
  257,20180120,   43,   29,   54,     
  257,20180121,   46,   24,   65,     
  257,20180122,   62,   25,   75,     
  257,20180123,   81,   62,   93,     
  257,20180124,   99,   62,  132,     
  257,20180125,   76,   67,   86,     
  257,20180126,   60,   40,   71,     
  257,20180127,   60,   18,   77,     
  257,20180128,   82,   74,   87,     
  257,20180129,   78,   64,   89,     
  257,20180130,   58,   47,   72,     
  257,20180131,   65,   31,   84,     
  257,20180201,   52,   31,   65,     
  257,20180202,   42,  -19,   70,     
  257,20180203,   32,   -7,   58,     
  257,20180204,   20,    1,   46,     
  257,20180205,   13,  -13,   30,     
  257,20180206,  -24,  -81,   15,     
  257,20180207,  -19,  -90,   25,     
  257,20180208,   27,    3,   58,     
  257,20180209,   11,    4,   26,     
  257,20180210,   35,    6,   61,     
  257,20180211,   52,   22,   70,     
  257,20180212,   43,   27,   57,     
  257,20180213,   33,    7,   66,     
  257,20180214,   28,   -7,   61,     
  257,20180215,   47,    6,   81,     
  257,20180216,   47,    5,   70,     
  257,20180217,   25,   -9,   81,     
  257,20180218,   38,   -6,   84,     
  257,20180219,   29,   -7,   43,     
  257,20180220,   10,  -28,   42,     
  257,20180221,    3,  -24,   49,     
  257,20180222,    3,  -26,   45,     
  257,20180223,   -4,  -32,   28,     
  257,20180224,   -3,  -27,   27,     
  257,20180225,  -21,  -40,    6,     
  257,20180226,  -27,  -55,    6,     
  257,20180227,  -36,  -68,    1,     
  257,20180228,  -65,  -85,  -49,     
  257,20180301,  -48,  -81,  -15,     
  257,20180302,  -39,  -70,   -6,     
  257,20180303,  -22,  -54,    5,     
  257,20180304,   42,  -24,  111,     
  257,20180305,   68,   43,  102,     
  257,20180306,   47,  -19,   87,     
  257,20180307,   55,   29,  109,     
  257,20180308,   49,   35,   79,     
  257,20180309,   61,   37,   94,     
  257,20180310,  115,   63,  148,     
  257,20180311,   82,   60,  117,     
  257,20180312,  105,   74,  145,     
  257,20180313,   48,   35,   74,     
  257,20180314,   62,   -4,  110,     
  257,20180315,   66,   23,  107,     
  257,20180316,   33,    2,   57,     
  257,20180317,  -10,  -24,    2,     
  257,20180318,   -9,  -31,   18,     
  257,20180319,   -4,  -36,   41,     
  257,20180320,   39,   12,   79,     
  257,20180321,   29,  -41,   65,     
  257,20180322,   56,   42,   73,     
  257,20180323,   63,   50,   74,     
  257,20180324,   55,   -7,   85,     
  257,20180325,   38,  -17,   82,     
  257,20180326,   47,   -6,   87,     
  257,20180327,   58,    5,   92,     
  257,20180328,   50,   30,   67,     
  257,20180329,   59,   30,   82,     
  257,20180330,   89,   61,  129,     
  257,20180331,   69,   46,  111,     
  257,20180401,   47,   19,   63,     
  257,20180402,   76,   24,  117,     
  257,20180403,  114,   69,  165,     
  257,20180404,  100,   76,  127,     
  257,20180405,   58,   28,   97,     
  257,20180406,  100,   27,  149,     
  257,20180407,  135,   83,  209,     
  257,20180408,  102,   61,  176,     
  257,20180409,   99,   63,  139,     
  257,20180410,  140,   85,  192,     
  257,20180411,  125,   88,  174,     
  257,20180412,   98,   67,  125,     
  257,20180413,   90,   47,  126,     
  257,20180414,   89,   55,  126,     
  257,20180415,  117,   90,  158,     
  257,20180416,  100,   86,  113,     
  257,20180417,  135,   81,  179,     
  257,20180418,  162,   88,  202,     
  257,20180419,  180,  113,  283,     
  257,20180420,  125,   79,  195,     
  257,20180421,  137,   38,  204,     
  257,20180422,  156,   99,  252,     
  257,20180423,  105,   93,  123,     
  257,20180424,  105,   93,  123,     
  257,20180425,  100,   82,  125,     
  257,20180426,   97,   85,  120,     
  257,20180427,  104,   79,  134,     
  257,20180428,  105,   88,  128,     
  257,20180429,   96,   81,  117,     
  257,20180430,   84,   70,   94,     
  257,20180501,   84,   59,  111,     
  257,20180502,  114,   66,  171,     
  257,20180503,   87,   22,  119,     
  257,20180504,   98,    0,  154,     
  257,20180505,  143,   66,  206,     
  257,20180506,  170,   69,  244,     
  257,20180507,  187,  113,  249,     
  257,20180508,  184,   96,  277,     
  257,20180509,  129,   89,  183,     
  257,20180510,  104,   25,  145,     
  257,20180511,  119,   12,  185,     
  257,20180512,  174,  100,  235,     
  257,20180513,  121,  102,  174,     
  257,20180514,  138,  102,  186,     
  257,20180515,  171,  110,  245,     
  257,20180516,  122,   86,  166,     
  257,20180517,  102,   85,  125,     
  257,20180518,  101,   84,  132,     
  257,20180519,  107,   90,  123,     
  257,20180520,  132,   95,  200,     
  257,20180521,  189,  110,  252,     
  257,20180522,  178,  125,  239,     
  257,20180523,  187,  118,  259,     
  257,20180524,  194,  133,  245,     
  257,20180525,  195,  161,  238,     
  257,20180526,  218,  158,  271,     
  257,20180527,  216,  169,  271,     
  257,20180528,  223,  156,  289,     
  257,20180529,  218,  157,  294,     
  257,20180530,  165,  130,  226,     
  257,20180531,  177,  131,  228,     
  257,20180601,  139,  127,  155,     
  257,20180602,  144,  135,  153,     
  257,20180603,  153,  131,  182,     
  257,20180604,  155,  133,  176,     
  257,20180605,  140,  101,  170,     
  257,20180606,  160,   78,  219,     
  257,20180607,  172,  110,  247,     
  257,20180608,  165,  146,  213,     
  257,20180609,  165,  138,  203,     
  257,20180610,  155,   96,  196,     
  257,20180611,  158,   85,  218,     
  257,20180612,  145,  130,  163,     
  257,20180613,  150,  131,  167,     
  257,20180614,  159,  141,  195,     
  257,20180615,  158,  110,  195,     
  257,20180616,  159,  125,  185,     
  257,20180617,  157,  147,  179,     
  257,20180618,  160,  151,  175,     
  257,20180619,  173,  164,  191,     
  257,20180620,  166,  152,  185,     
  257,20180621,  136,  125,  156,     
  257,20180622,  128,  109,  142,     
  257,20180623,  143,  120,  179,     
  257,20180624,  140,   95,  164,     
  257,20180625,  142,  108,  169,     
  257,20180626,  143,   95,  183,     
  257,20180627,  167,   67,  232,     
  257,20180628,  195,  138,  270,     
  257,20180629,  157,   97,  207,     
  257,20180630,  205,  112,  265,     
  257,20180701,  214,  159,  273,     
  257,20180702,  200,  143,  261,     
  257,20180703,  176,  104,  244,     
  257,20180704,  160,  109,  208,     
  257,20180705,  155,   92,  183,     
  257,20180706,  170,   93,  204,     
  257,20180707,  160,   78,  218,     
  257,20180708,  164,   87,  209,     
  257,20180709,  164,   99,  200,     
  257,20180710,  163,  141,  198,     
  257,20180711,  169,  112,  206,     
  257,20180712,  168,  116,  199,     
  257,20180713,  156,   86,  199,     
  257,20180714,  171,   93,  232,     
  257,20180715,  200,  125,  264,     
  257,20180716,  230,  162,  287,     
  257,20180717,  183,  120,  211,     
  257,20180718,  183,  125,  222,     
  257,20180719,  180,  122,  222,     
  257,20180720,  187,  130,  233,     
  257,20180721,  191,  135,  227,     
  257,20180722,  188,  127,  232,     
  257,20180723,  201,  110,  258,     
  257,20180724,  209,  145,  264,     
  257,20180725,  229,  186,  276,     
  257,20180726,  273,  191,  350,     
  257,20180727,  295,  209,  369,     
  257,20180728,  203,  170,  240,     
  257,20180729,  212,  168,  257,     
  257,20180730,  220,  172,  263,     
  257,20180731,  183,  112,  236,     
  257,20180801,  179,  105,  235,     
  257,20180802,  193,  123,  254,     
  257,20180803,  210,  119,  265,     
  257,20180804,  205,  162,  243,     
  257,20180805,  190,  145,  227,     
  257,20180806,  215,  154,  275,     
  257,20180807,  253,  147,  330,     
  257,20180808,  199,  162,  222,     
  257,20180809,  178,  142,  226,     
  257,20180810,  163,  137,  199,     
  257,20180811,  165,  108,  196,     
  257,20180812,  199,  151,  258,     
  257,20180813,  187,  172,  215,     
  257,20180814,  191,  173,  213,     
  257,20180815,  201,  190,  219,     
  257,20180816,  184,  162,  209,     
  257,20180817,  188,  160,  220,     
  257,20180818,  191,  164,  214,     
  257,20180819,  194,  182,  216,     
  257,20180820,  189,  164,  216,     
  257,20180821,  192,  144,  233,     
  257,20180822,  199,  161,  223,     
  257,20180823,  189,  158,  214,     
  257,20180824,  156,  112,  183,     
  257,20180825,  136,   99,  172,     
  257,20180826,  158,  126,  192,     
  257,20180827,  180,  148,  193,     
  257,20180828,  170,  103,  208,     
  257,20180829,  151,   90,  198,     
  257,20180830,  153,   83,  187,     
  257,20180831,  126,   66,  188,     
  257,20180901,  140,   65,  198,     
  257,20180902,  161,   95,  230,     
  257,20180903,  183,  136,  226,     
  257,20180904,  194,  171,  236,     
  257,20180905,  176,  164,  198,     
  257,20180906,  166,  153,  178,     
  257,20180907,  151,  123,  165,     
  257,20180908,  166,  153,  176,     
  257,20180909,  187,  168,  216,     
  257,20180910,  179,  170,  187,     
  257,20180911,  183,  159,  198,     
  257,20180912,  136,   85,  163,     
  257,20180913,  115,   53,  182,     
  257,20180914,  155,   68,  179,     
  257,20180915,  163,  119,  193,     
  257,20180916,  174,  140,  212,     
  257,20180917,  182,  136,  222,     
  257,20180918,  191,  168,  216,     
  257,20180919,  192,  166,  221,     
  257,20180920,  192,  181,  213,     
  257,20180921,  158,  110,  206,     
  257,20180922,  136,  104,  163,     
  257,20180923,  108,   91,  128,     
  257,20180924,  121,   67,  149,     
  257,20180925,  114,   67,  163,     
  257,20180926,  156,  114,  179,     
  257,20180927,  168,  153,  186,     
  257,20180928,  118,   36,  159,     
  257,20180929,  101,   38,  159,     
  257,20180930,  131,   73,  169,     
  257,20181001,  110,   91,  127,     
  257,20181002,  135,  100,  162,     
  257,20181003,  142,  128,  159,     
  257,20181004,  156,  142,  168,     
  257,20181005,  137,   73,  198,     
  257,20181006,  135,  100,  181,     
  257,20181007,  100,   49,  149,     
  257,20181008,  136,   72,  162,     
  257,20181009,  144,  126,  168,     
  257,20181010,  152,   78,  218,     
  257,20181011,  186,  146,  226,     
  257,20181012,  188,  146,  223,     
  257,20181013,  210,  170,  258,     
  257,20181014,  191,  134,  236,     
  257,20181015,  174,  138,  214,     
  257,20181016,  170,  111,  222,     
  257,20181017,  150,   99,  178,     
  257,20181018,  122,   60,  160,     
  257,20181019,   72,   11,  135,     
  257,20181020,  111,   10,  161,     
  257,20181021,  142,  115,  157,     
  257,20181022,  126,  105,  143,     
  257,20181023,  137,  120,  151,     
  257,20181024,  143,  132,  153,     
  257,20181025,  129,  118,  139,     
  257,20181026,  112,   75,  137,     
  257,20181027,   72,   32,  106,     
  257,20181028,   42,    8,   80,     
  257,20181029,   46,   11,   78,     
  257,20181030,   62,   40,  104,     
  257,20181031,   96,   75,  113,     
  257,20181101,  109,   95,  127,     
  257,20181102,   95,   45,  118,     
  257,20181103,   77,   50,  112,     
  257,20181104,   71,   47,  114,     
  257,20181105,   76,   57,   93,     
  257,20181106,  135,   78,  193,     
  257,20181107,  116,   98,  136,     
  257,20181108,  102,   50,  140,     
  257,20181109,   93,   51,  120,     
  257,20181110,  117,   99,  134,     
  257,20181111,  117,  101,  137,     
  257,20181112,  109,   96,  125,     
  257,20181113,  114,  100,  129,     
  257,20181114,  104,   76,  136,     
  257,20181115,   89,   59,  137,     
  257,20181116,   37,    8,   63,     
  257,20181117,   41,   17,   74,     
  257,20181118,   37,   11,   68,     
  257,20181119,   49,   34,   68,     
  257,20181120,   34,   22,   43,     
  257,20181121,   34,   20,   52,     
  257,20181122,   31,   23,   39,     
  257,20181123,   32,   16,   47,     
  257,20181124,   19,   -7,   39,     
  257,20181125,   30,  -18,   49,     
  257,20181126,   41,   23,   50,     
  257,20181127,   34,    8,   51,     
  257,20181128,   70,   44,  109,     
  257,20181129,  110,  100,  124,     
  257,20181130,   99,   85,  120,     
  257,20181201,   87,   78,  108,     
  257,20181202,  112,  106,  119,     
  257,20181203,  103,   75,  116,     
  257,20181204,   64,   15,   92,     
  257,20181205,   67,   48,   95,     
  257,20181206,  104,   94,  110,     
  257,20181207,  100,   76,  120,     
  257,20181208,  100,   81,  112,     
  257,20181209,   86,   64,  101,     
  257,20181210,   73,   55,   83,     
  257,20181211,   47,  -21,   84,     
  257,20181212,   19,  -35,   53,     
  257,20181213,   15,    5,   28,     
  257,20181214,   12,  -17,   28,     
  257,20181215,    8,  -11,   19,     
  257,20181216,   24,   -9,   46,     
  257,20181217,   66,   29,   85,     
  257,20181218,   71,   59,   82,     
  257,20181219,   79,   54,  100,     
  257,20181220,   79,   70,   85,     
  257,20181221,   90,   74,  108,     
  257,20181222,   89,   78,   94,     
  257,20181223,   75,   57,   85,     
  257,20181224,   71,   32,   83,     
  257,20181225,   73,   62,   88,     
  257,20181226,   65,   53,   75,     
  257,20181227,   56,   37,   67,     
  257,20181228,   80,   67,   88,     
  257,20181229,   89,   80,  105,     
  257,20181230,   86,   78,   95,     
  257,20181231,   87,   82,   98,     
  257,20190101,   80,   52,   92,     
  257,20190102,   62,   36,   73,     
  257,20190103,   45,   16,   71,     
  257,20190104,   63,   38,   73,     
  257,20190105,   76,   67,   81,     
  257,20190106,   67,   50,   74,     
  257,20190107,   80,   55,   98,     
  257,20190108,   76,   43,   89,     
  257,20190109,   51,   10,   74,     
  257,20190110,   43,   12,   67,     
  257,20190111,   75,   67,   82,     
  257,20190112,   80,   72,   85,     
  257,20190113,   88,   79,   96,     
  257,20190114,   60,   39,   84,     
  257,20190115,   75,   61,   82,     
  257,20190116,   66,   46,   82,     
  257,20190117,   48,   14,   66,     
  257,20190118,   16,  -32,   56,     
  257,20190119,   -2,  -26,   34,     
  257,20190120,  -21,  -67,   34,     
  257,20190121,    8,  -81,   61,     
  257,20190122,   -2,  -15,   13,     
  257,20190123,   -8,  -14,   -3,     
  257,20190124,   -8,  -22,    7,     
  257,20190125,   24,  -28,   80,     
  257,20190126,   72,   64,   78,     
  257,20190127,   60,   42,   78,     
  257,20190128,   49,   31,   69,     
  257,20190129,   34,   13,   48,     
  257,20190130,   14,    1,   30,     
  257,20190131,    6,  -15,   27,     
  257,20190201,    5,   -5,   12,     
  257,20190202,   24,   12,   42,     
  257,20190203,   39,   -2,   65,     
  257,20190204,   34,   18,   53,     
  257,20190205,   52,   46,   57,     
  257,20190206,   59,   45,   72,     
  257,20190207,   74,   50,   99,     
  257,20190208,   84,   59,  102,     
  257,20190209,   76,   69,   87,     
  257,20190210,   61,   44,   78,     
  257,20190211,   61,   48,   80,     
  257,20190212,   65,   52,   78,     
  257,20190213,   66,   53,   78,     
  257,20190214,   67,   28,   99,     
  257,20190215,  101,   48,  154,     
  257,20190216,   86,   73,  107,     
  257,20190217,  102,   45,  155,     
  257,20190218,   83,   58,  113,     
  257,20190219,   68,   61,   82,     
  257,20190220,   73,   59,   85,     
  257,20190221,   73,   68,   79,     
  257,20190222,   82,   63,  115,     
  257,20190223,   85,   44,  133,     
  257,20190224,   73,   29,  154,     
  257,20190225,   85,   -4,  168,     
  257,20190226,   94,   11,  196,     
  257,20190227,   95,   32,  148,     
  257,20190228,   71,   15,   94,     
  257,20190301,   59,   46,   74,     
  257,20190302,   82,   52,  122,     
  257,20190303,   99,   81,  125,     
  257,20190304,   77,   51,  120,     
  257,20190305,   75,   61,   93,     
  257,20190306,   95,   74,  114,     
  257,20190307,   86,   63,  110,     
  257,20190308,   73,   50,   89,     
  257,20190309,   82,   50,   93,     
  257,20190310,   55,   34,   78,     
  257,20190311,   62,   32,   79,     
  257,20190312,   70,   43,   90,     
  257,20190313,   78,   66,   93,     
  257,20190314,   79,   66,   98,     
  257,20190315,   86,   64,  101,     
  257,20190316,   89,   72,  101,     
  257,20190317,   69,   48,   94,     
  257,20190318,   61,  -13,   90,     
  257,20190319,   56,  -30,  100,     
  257,20190320,   89,   80,  103,     
  257,20190321,   84,   76,   93,     
  257,20190322,   80,   58,  125,     
  257,20190323,   69,   -7,  100,     
  257,20190324,   56,  -11,   95,     
  257,20190325,   76,   42,   95,     
